date,product,region,sales_rep,quantity,unit_price,discount,total_amount
2023-10-21,Laptop,South,Frank,14,892.38,0.2,9994.656
2023-10-21,Phone,South,Grace,2,1012.55,0.1,1822.59
2023-10-21,Tablet,South,David,2,290.33,0.05,551.627
2023-10-21,Headphones,North,Henry,15,764.18,0.2,9170.16
2023-10-22,Tablet,West,Henry,3,523.63,0.2,1256.712
2023-10-23,Headphones,North,Alice,4,726.15,0.0,2904.6
2023-10-25,Smartwatch,North,Bob,3,990.53,0.0,2971.59
2023-10-26,Tablet,West,Bob,13,1484.7,0.0,19301.100000000002
2023-10-27,Laptop,East,Frank,6,639.56,0.0,3837.3599999999997
2023-10-27,Headphones,West,Bob,10,507.1,0.15,4310.349999999999
2023-10-28,Camera,West,Alice,17,354.96,0.0,6034.32
2023-10-28,Smartwatch,South,Grace,16,1269.32,0.05,19293.663999999997
2023-10-28,Tablet,North,Bob,17,157.45,0.15,2275.1524999999997
2023-10-29,Camera,West,Grace,5,1303.76,0.0,6518.8
2023-10-29,Phone,East,Alice,12,590.14,0.2,5665.344000000001
2023-10-30,Headphones,West,Emma,5,1235.09,0.2,4940.360000000001
2023-10-30,Smartwatch,North,Bob,15,564.6,0.05,8045.549999999999
2023-10-30,Tablet,North,Grace,17,551.42,0.1,8436.726
2023-10-30,Phone,North,Emma,15,136.92,0.1,1848.4199999999998
2023-10-31,Phone,South,Henry,1,952.81,0.1,857.529
2023-10-31,Laptop,South,David,18,827.11,0.05,14143.580999999998
2023-10-31,Camera,West,Carol,5,1197.76,0.05,5689.36
2023-10-31,Headphones,North,Grace,15,1150.97,0.15,14674.867499999998
2023-10-31,Headphones,East,Frank,19,1264.18,0.15,20416.507
2023-11-01,Tablet,East,Frank,17,1394.33,0.1,21333.249
2023-11-01,Laptop,West,Frank,16,857.71,0.1,12351.024000000001
2023-11-02,Smartwatch,East,Grace,1,1361.15,0.15,1156.9775
2023-11-02,Smartwatch,West,Alice,6,1265.43,0.2,6074.064
2023-11-02,Headphones,South,Alice,7,691.06,0.05,4595.549
2023-11-03,Laptop,East,David,14,518.39,0.05,6894.5869999999995
2023-11-03,Smartwatch,North,Frank,18,775.16,0.0,13952.88
2023-11-04,Headphones,North,Emma,16,1028.44,0.15,13986.784
2023-11-04,Camera,East,David,14,1217.88,0.1,15345.288
2023-11-04,Laptop,North,Grace,12,1199.26,0.05,13671.563999999998
2023-11-05,Laptop,East,Emma,9,283.98,0.1,2300.2380000000003
2023-11-06,Laptop,South,Carol,11,64.47,0.2,567.336
2023-11-06,Smartwatch,North,Bob,17,1334.84,0.1,20423.052
2023-11-07,Phone,East,Bob,1,870.33,0.2,696.2640000000001
2023-11-07,Phone,East,Frank,7,1312.47,0.05,8727.925500000001
2023-11-07,Headphones,West,Frank,8,195.36,0.0,1562.88
2023-11-08,Laptop,West,David,12,1217.87,0.2,11691.552
2023-11-08,Smartwatch,North,David,6,564.27,0.15,2877.777
2023-11-08,Headphones,East,Emma,17,168.32,0.05,2718.368
2023-11-09,Smartwatch,South,Carol,17,1218.19,0.2,16567.384000000002
2023-11-09,Laptop,East,Frank,8,639.87,0.05,4863.012
2023-11-10,Headphones,West,Henry,3,315.11,0.05,898.0635
2023-11-10,Camera,North,Grace,15,202.75,0.1,2737.125
2023-11-10,Smartwatch,North,Emma,11,1139.21,0.1,11278.179000000002
2023-11-11,Phone,East,Alice,3,1356.39,0.1,3662.253
2023-11-11,Headphones,West,Frank,2,297.86,0.15,506.362
2023-11-11,Headphones,West,Grace,6,1255.7,0.15,6404.070000000001
2023-11-12,Smartwatch,South,Frank,12,1296.7,0.1,14004.360000000002
2023-11-12,Smartwatch,West,Frank,4,833.43,0.2,2666.976
2023-11-12,Smartwatch,North,Grace,6,219.95,0.15,1121.745
2023-11-13,Tablet,South,Alice,6,655.62,0.1,3540.3480000000004
2023-11-13,Smartwatch,South,Grace,4,203.52,0.15,691.968
2023-11-13,Laptop,North,David,2,342.22,0.0,684.44
2023-11-13,Camera,West,Henry,10,1460.96,0.15,12418.16
2023-11-14,Tablet,West,Frank,7,68.7,0.2,384.72
2023-11-14,Smartwatch,East,Alice,4,1152.83,0.0,4611.32
2023-11-14,Laptop,North,David,5,858.14,0.2,3432.56
2023-11-14,Tablet,North,Frank,9,147.52,0.05,1261.296
2023-11-15,Smartwatch,West,Carol,19,108.09,0.0,2053.71
2023-11-15,Tablet,West,Emma,9,911.65,0.0,8204.85
2023-11-16,Camera,North,Carol,2,245.14,0.15,416.73799999999994
2023-11-16,Phone,South,Emma,19,692.4,0.05,12497.82
2023-11-16,Tablet,East,Grace,19,1068.11,0.0,20294.089999999997
2023-11-17,Laptop,South,Bob,13,525.86,0.05,6494.371
2023-11-17,Camera,South,Bob,3,232.7,0.0,698.0999999999999
2023-11-18,Tablet,South,Alice,10,759.96,0.2,6079.68
2023-11-18,Tablet,West,Bob,17,190.14,0.15,2747.5229999999997
2023-11-19,Camera,South,David,13,1242.45,0.0,16151.85
2023-11-19,Camera,South,Carol,18,502.23,0.0,9040.14
2023-11-19,Tablet,South,David,12,258.91,0.05,2951.574
2023-11-20,Headphones,West,Frank,4,888.81,0.1,3199.716
2023-11-20,Camera,North,Alice,3,948.31,0.15,2418.1904999999997
2023-11-21,Phone,South,David,18,1248.94,0.0,22480.920000000002
2023-11-21,Phone,North,Carol,14,434.97,0.1,5480.622
2023-11-21,Camera,South,Carol,4,1147.26,0.0,4589.04
2023-11-22,Camera,East,Bob,14,966.97,0.1,12183.822
2023-11-22,Camera,East,Bob,1,1049.18,0.0,1049.18
2023-11-22,Smartwatch,North,Carol,2,815.13,0.15,1385.721
2023-11-22,Camera,South,Bob,4,257.35,0.0,1029.4
2023-11-23,Headphones,West,David,13,678.53,0.0,8820.89
2023-11-23,Camera,South,Henry,16,726.71,0.0,11627.36
2023-11-23,Phone,North,Grace,6,605.06,0.1,3267.3239999999996
2023-11-24,Smartwatch,South,Bob,3,751.78,0.1,2029.8060000000003
2023-11-25,Camera,North,Grace,15,965.56,0.1,13035.06
2023-11-26,Laptop,South,Emma,18,980.18,0.15,14996.753999999997
2023-11-26,Smartwatch,West,Grace,17,1378.81,0.05,22267.7815
2023-11-26,Phone,West,Frank,6,692.06,0.05,3944.7419999999993
2023-11-27,Smartwatch,North,Alice,17,382.92,0.1,5858.676
2023-11-27,Smartwatch,West,David,4,419.0,0.0,1676.0
2023-11-27,Phone,West,Grace,2,1410.56,0.05,2680.064
2023-11-27,Camera,North,Grace,13,1009.85,0.15,11158.8425
2023-11-29,Tablet,West,Henry,5,1447.05,0.1,6511.725
2023-12-01,Laptop,South,Grace,3,821.21,0.15,2094.0855
2023-12-01,Smartwatch,West,Bob,5,493.33,0.2,1973.3200000000002
2023-12-01,Tablet,West,Grace,7,283.98,0.05,1888.467
2023-12-01,Smartwatch,East,Frank,10,266.41,0.0,2664.1000000000004
2023-12-02,Headphones,North,Henry,3,1279.76,0.1,3455.352
2023-12-02,Tablet,North,Carol,15,1023.34,0.15,13047.585
2023-12-03,Tablet,West,Henry,6,913.06,0.15,4656.606
2023-12-03,Laptop,North,Frank,10,884.27,0.15,7516.295
2023-12-04,Phone,South,Frank,18,356.29,0.1,5771.898
2023-12-04,Smartwatch,North,Emma,1,622.13,0.0,622.13
2023-12-04,Camera,North,Bob,2,1415.45,0.15,2406.265
2023-12-04,Camera,West,Bob,13,1357.57,0.0,17648.41
2023-12-05,Camera,West,Henry,3,629.3,0.15,1604.715
2023-12-05,Phone,North,Emma,10,558.69,0.1,5028.210000000001
2023-12-06,Headphones,West,Grace,2,96.03,0.05,182.457
2023-12-06,Tablet,South,Alice,13,452.32,0.15,4998.1359999999995
2023-12-06,Headphones,West,Alice,6,1348.73,0.0,8092.38
2023-12-06,Headphones,West,Frank,17,1334.82,0.05,21557.342999999997
2023-12-06,Camera,West,Frank,4,913.19,0.1,3287.4840000000004
2023-12-07,Camera,West,Henry,3,372.88,0.05,1062.7079999999999
2023-12-07,Phone,South,Emma,6,618.54,0.2,2968.992
2023-12-07,Headphones,North,Emma,1,702.59,0.05,667.4605
2023-12-08,Tablet,South,Henry,6,464.28,0.1,2507.112
2023-12-08,Laptop,South,Frank,12,288.39,0.0,3460.68
2023-12-08,Smartwatch,South,Bob,5,851.36,0.15,3618.28
2023-12-08,Phone,West,Grace,6,1017.46,0.15,5189.046
2023-12-08,Tablet,North,Carol,8,353.14,0.0,2825.12
2023-12-08,Headphones,West,Alice,14,282.33,0.0,3952.62
2023-12-09,Camera,West,Bob,5,1186.42,0.05,5635.495
2023-12-10,Phone,East,Henry,3,860.64,0.1,2323.728
2023-12-10,Camera,West,Grace,12,77.74,0.0,932.8799999999999
2023-12-11,Camera,North,David,16,405.76,0.15,5518.335999999999
2023-12-11,Camera,West,Alice,2,1215.53,0.15,2066.401
2023-12-12,Camera,North,David,1,310.07,0.05,294.56649999999996
2023-12-12,Phone,West,Henry,16,349.07,0.15,4747.352
2023-12-12,Camera,North,David,2,1216.4,0.0,2432.8
2023-12-12,Headphones,South,David,15,998.49,0.2,11981.880000000001
2023-12-12,Tablet,West,Bob,1,1367.23,0.15,1162.1455
2023-12-12,Tablet,South,Bob,16,1236.65,0.0,19786.4
2023-12-12,Headphones,North,Grace,8,1041.61,0.2,6666.304
2023-12-13,Headphones,North,Henry,15,879.39,0.1,11871.765000000001
2023-12-14,Headphones,North,Frank,8,1410.8,0.0,11286.4
2023-12-14,Tablet,South,Henry,5,671.26,0.15,2852.855
2023-12-14,Laptop,South,Henry,16,1178.14,0.05,17907.728
2023-12-14,Laptop,East,Henry,14,494.33,0.1,6228.558
2023-12-15,Camera,East,Carol,17,546.84,0.05,8831.466
2023-12-15,Camera,East,Emma,13,356.87,0.0,4639.31
2023-12-15,Phone,North,Henry,17,1005.62,0.0,17095.54
2023-12-15,Camera,North,Carol,10,849.18,0.2,6793.44
2023-12-15,Tablet,South,Grace,17,1264.97,0.05,20429.2655
2023-12-16,Headphones,South,Alice,11,833.43,0.05,8709.343499999999
2023-12-16,Camera,East,Alice,10,520.28,0.05,4942.659999999999
2023-12-16,Tablet,East,David,6,412.02,0.05,2348.5139999999997
2023-12-16,Smartwatch,West,Bob,13,567.06,0.15,6266.012999999999
2023-12-17,Tablet,North,Carol,5,533.76,0.15,2268.48
2023-12-17,Phone,West,David,5,923.55,0.2,3694.2000000000003
2023-12-18,Phone,North,Henry,5,276.89,0.05,1315.2274999999997
2023-12-18,Headphones,North,Grace,2,1201.04,0.05,2281.9759999999997
2023-12-18,Phone,South,Bob,2,127.35,0.0,254.7
2023-12-20,Camera,North,Henry,15,890.01,0.2,10680.12
2023-12-21,Phone,North,Emma,10,1115.64,0.1,10040.760000000002
2023-12-21,Camera,West,David,18,388.33,0.0,6989.94
2023-12-21,Tablet,North,David,1,50.95,0.1,45.855000000000004
2023-12-21,Laptop,West,Alice,3,750.61,0.0,2251.83
2023-12-22,Tablet,South,Frank,9,232.05,0.0,2088.4500000000003
2023-12-23,Laptop,East,Carol,10,59.97,0.05,569.715
2023-12-23,Phone,South,Frank,8,1376.84,0.1,9913.248
2023-12-23,Phone,East,Henry,18,870.38,0.15,13316.814
2023-12-24,Laptop,North,David,17,634.66,0.05,10249.758999999998
2023-12-24,Laptop,West,David,6,389.03,0.1,2100.7619999999997
2023-12-25,Camera,West,David,19,1137.47,0.15,18370.1405
2023-12-25,Laptop,South,Alice,19,98.83,0.15,1596.1045
2023-12-26,Phone,East,Grace,4,132.62,0.2,424.384
2023-12-26,Camera,West,David,13,292.67,0.0,3804.71
2023-12-26,Headphones,North,Henry,18,1140.03,0.1,18468.486
2023-12-26,Tablet,South,Carol,3,737.67,0.1,1991.7089999999998
2023-12-26,Laptop,West,Emma,18,52.89,0.1,856.818
2023-12-26,Smartwatch,North,Bob,12,1489.24,0.05,16977.336
2023-12-27,Tablet,North,Emma,5,218.72,0.0,1093.6
2023-12-27,Camera,West,David,8,820.61,0.15,5580.148
2023-12-29,Phone,South,Emma,5,844.81,0.0,4224.049999999999
2023-12-30,Phone,East,Alice,3,715.73,0.2,1717.7520000000002
2023-12-30,Camera,North,Grace,1,671.97,0.2,537.576
2023-12-31,Smartwatch,East,Frank,8,1381.68,0.15,9395.424
2023-12-31,Smartwatch,East,Frank,1,435.6,0.05,413.82
2023-12-31,Camera,South,Bob,18,1218.29,0.05,20832.759000000002
2023-12-31,Smartwatch,West,Carol,13,173.4,0.1,2028.7800000000002
2023-12-31,Camera,North,Grace,5,1317.4,0.2,5269.6
2023-12-31,Smartwatch,East,Frank,18,1396.85,0.2,20114.64
